Pseudogene_ID,Control_Count,Diseased_Count
ENSSG036791198,101,99
ENSSG196185278,103,107
ENSSG519153129,104,108
ENSSG267081631,94,98
ENSSG119165694,102,102
ENSSG711376899,93,92
ENSSG330717908,84,42
ENSSG222881077,100,100
ENSSG418677717,111,109
ENSSG130837660,89,90
ENSSG365468452,100,102
ENSSG736624990,109,109
ENSSG994932324,117,118
ENSSG218775530,89,87
ENSSG444843874,113,111
ENSSG826510095,94,90
ENSSG380565992,102,51
ENSSG479118765,112,114
ENSSG890117863,100,100
ENSSG928937322,95,96
ENSSG114539634,87,85
ENSSG562226259,104,99
ENSSG659671618,93,98
ENSSG766853052,99,97
ENSSG606123932,77,81
ENSSG400176270,100,50
ENSSG478954924,109,110
ENSSG426126548,101,104
ENSSG340961885,98,98
ENSSG727225128,84,79
ENSSG063838131,94,92
ENSSG237771485,120,124
ENSSG569541142,127,129
ENSSG239954674,97,93
ENSSG917956859,94,92
ENSSG466143692,103,105
ENSSG462292433,105,105
ENSSG086904141,110,110
ENSSG720395561,106,212
ENSSG616938035,92,89
ENSSG313761258,119,119
ENSSG629330257,114,117
ENSSG360316741,108,105
ENSSG415189672,122,121
ENSSG960149596,111,112
ENSSG111309827,95,96
ENSSG743398751,105,102
ENSSG172328831,108,112
ENSSG383027058,94,91
ENSSG615913528,114,118
ENSSG053819907,92,93
ENSSG857225932,115,57
ENSSG876617695,99,95
ENSSG257417250,96,94
ENSSG792902258,112,112
ENSSG771064338,105,109
ENSSG673569234,100,95
ENSSG917417562,99,96
ENSSG971941139,102,100
ENSSG680178567,94,93
ENSSG283157352,118,114
ENSSG173505106,108,111
ENSSG090567564,94,93
ENSSG858165972,95,98
ENSSG604972731,103,107
ENSSG962407206,106,103
ENSSG922994599,109,111
ENSSG220068515,96,95
ENSSG283324332,109,104
ENSSG707888886,92,95
ENSSG335301352,101,97
ENSSG298247499,92,46
ENSSG401741222,89,178
ENSSG158877526,99,100
ENSSG182128512,98,102
ENSSG027323092,111,107
ENSSG013992705,83,82
ENSSG171148245,115,114
ENSSG455947250,95,96
ENSSG567206552,98,102
ENSSG224828598,89,89
ENSSG691690121,103,51
ENSSG682101278,113,115
ENSSG946176036,90,90
ENSSG323831416,100,97
ENSSG430758371,122,127
ENSSG565183416,91,95
ENSSG534101796,109,104
ENSSG597387675,112,113
ENSSG369338615,101,105
ENSSG569575150,96,95
ENSSG501552951,103,101
ENSSG155121520,87,85
ENSSG653065234,97,102
ENSSG785159296,90,90
ENSSG402835252,112,112
ENSSG263561359,118,123
ENSSG043305089,112,224
ENSSG335739082,98,101
ENSSG239915108,94,97
ENSSG105147179,88,44
ENSSG551091601,102,97
ENSSG616183926,75,76
ENSSG061917086,113,117
ENSSG034902841,90,86
ENSSG807792321,111,114
ENSSG024029575,118,121
ENSSG265253882,112,109
ENSSG873361060,105,110
ENSSG409339965,98,103
ENSSG272053803,88,87
ENSSG715448781,101,99
ENSSG402193443,92,96
ENSSG910131096,88,44
ENSSG483159213,104,108
ENSSG904742723,95,190
ENSSG682049788,97,93
ENSSG139445590,101,99
ENSSG328478668,99,198
ENSSG443020478,97,94
ENSSG090748213,86,87
ENSSG400167078,90,91
ENSSG647258765,115,117
ENSSG909833459,97,194
ENSSG942379596,107,102
ENSSG562830626,107,106
ENSSG186676330,114,117
ENSSG789377138,110,107
ENSSG881729506,98,95
ENSSG317335810,101,101
ENSSG866293700,112,111
ENSSG161608551,87,43
ENSSG013866670,106,101
ENSSG282382941,104,102
ENSSG150075459,104,106
ENSSG585529067,103,100
ENSSG156055760,106,110
ENSSG869316327,109,106
ENSSG856544502,95,91
ENSSG169972323,88,92
ENSSG378077747,83,83
ENSSG571362672,94,94
ENSSG106912364,109,112
ENSSG988000994,108,105
ENSSG757464104,95,97
ENSSG476086125,92,88
ENSSG067256228,112,110
ENSSG555721151,113,113
ENSSG894902682,99,98
ENSSG733889063,103,105
ENSSG488551525,98,94
ENSSG172740149,104,99
ENSSG869808010,82,78
ENSSG954421902,97,98
ENSSG602654342,125,123
ENSSG231854817,109,54
ENSSG484174721,111,106
ENSSG306952034,102,102
ENSSG494487490,101,103
ENSSG334810660,116,114
ENSSG187106907,99,94
ENSSG571882991,101,103
ENSSG103410453,100,100
ENSSG748866967,112,56
ENSSG842338265,89,85
ENSSG671176176,74,70
ENSSG119700757,97,94
ENSSG062179563,92,96
ENSSG857052354,78,78
ENSSG811422577,85,81
ENSSG434072521,109,106
ENSSG490984981,110,114
ENSSG365270991,106,108
ENSSG313478204,105,109
ENSSG600247184,104,109
ENSSG161481037,85,42
ENSSG164165355,98,101
ENSSG395589664,111,106
ENSSG259925787,95,93
ENSSG263252250,107,112
ENSSG040647730,108,108
ENSSG816006382,88,89
ENSSG354616940,99,103
ENSSG270136020,96,95
ENSSG240340538,81,80
ENSSG864017999,118,118
ENSSG543488635,98,101
ENSSG032063831,111,112
ENSSG724828678,110,220
ENSSG640861843,95,98
ENSSG699614982,95,99
ENSSG813672062,97,102
ENSSG566944891,109,114
ENSSG756237234,93,94
ENSSG140824127,103,107
ENSSG288411248,95,90
ENSSG250519341,80,75
ENSSG638149829,104,102
ENSSG217452486,102,101
ENSSG407477091,92,97
ENSSG457110110,85,170
ENSSG907526891,110,109
ENSSG605493890,92,96
ENSSG453845155,114,118
ENSSG359685127,90,90
ENSSG248744566,102,204
ENSSG998127918,89,94
ENSSG761643674,96,100
ENSSG366951928,91,96
ENSSG481863236,93,90
ENSSG880177048,100,100
ENSSG612191854,114,119
ENSSG074569573,88,84
ENSSG516171168,98,98
ENSSG759536613,106,111
ENSSG857065241,90,89
ENSSG316354309,103,105
ENSSG776455923,90,93
ENSSG415099287,86,172
ENSSG912201823,88,92
ENSSG316833896,118,119
ENSSG316673833,93,96
ENSSG329325983,95,90
ENSSG968877076,98,103
ENSSG841881054,102,102
ENSSG811631008,108,112
ENSSG911720893,92,87
ENSSG515157330,116,112
ENSSG503845179,90,87
ENSSG333365085,93,88
ENSSG130584176,110,220
ENSSG016073100,95,91
ENSSG377183897,97,95
ENSSG163821727,86,90
ENSSG680144991,133,133
ENSSG512802312,96,97
ENSSG629346168,98,94
ENSSG136500493,110,106
ENSSG181203763,86,43
ENSSG830739944,72,72
ENSSG605946493,99,104
ENSSG865969484,84,89
ENSSG070239515,114,119
ENSSG867723467,91,94
ENSSG542833845,89,87
ENSSG592321070,104,103
ENSSG059410322,88,84
ENSSG035551622,103,107
ENSSG118621292,95,91
ENSSG484710049,74,71
ENSSG869675492,104,104
ENSSG694718803,109,111
ENSSG456016896,111,106
ENSSG287423008,89,87
ENSSG448369051,96,101
ENSSG198279902,108,104
ENSSG495691214,113,116
ENSSG193418689,104,106
ENSSG676895196,101,97
ENSSG513704236,93,98
ENSSG715666433,78,80
ENSSG689149365,119,121
ENSSG149984359,111,222
ENSSG936679701,108,109
ENSSG555961835,97,97
ENSSG224843337,104,101
ENSSG695549287,98,93
ENSSG455916489,99,198
ENSSG595929825,92,96
ENSSG383238958,99,100
ENSSG233802715,110,114
ENSSG177168262,111,107
ENSSG768043014,94,97
ENSSG022750496,91,86
ENSSG707754776,109,111
ENSSG429060494,82,78
ENSSG789539419,84,81
ENSSG561816799,101,104
ENSSG189111438,83,80
ENSSG295948866,99,95
ENSSG760318939,87,90
ENSSG263436570,95,99
ENSSG153848243,113,117
ENSSG493573387,112,109
ENSSG393095633,107,105
ENSSG553625762,90,95
ENSSG290403853,107,104
ENSSG402547507,86,88
ENSSG730506037,93,89
ENSSG835592933,98,100
ENSSG426263403,110,105
ENSSG105718151,105,106
ENSSG336421384,103,102
ENSSG336185434,91,90
ENSSG907345216,95,100
ENSSG722316695,114,115
ENSSG345246891,104,99
ENSSG884843983,102,97
ENSSG462518646,101,105
ENSSG497303382,108,111
ENSSG902549164,77,80
ENSSG973608579,101,99
ENSSG137061292,86,83
ENSSG579955650,98,93
ENSSG108986674,103,106
ENSSG858986629,94,99
ENSSG498516215,108,107
ENSSG160389495,86,90
ENSSG666599472,100,98
ENSSG456207401,99,100
ENSSG099886957,110,107
ENSSG659707034,105,107
ENSSG191689698,93,95
ENSSG953965368,92,97
ENSSG763254210,82,86
ENSSG517135383,117,119
ENSSG239848135,82,79
ENSSG765944871,116,120
ENSSG492033627,105,210
ENSSG207628843,108,103
ENSSG324535130,112,117
ENSSG160755134,88,90
ENSSG131455514,88,91
ENSSG876114191,117,116
ENSSG322328923,113,111
ENSSG341919509,100,97
ENSSG887834396,86,90
ENSSG489154273,86,91
ENSSG253491334,69,69
ENSSG967721527,94,89
ENSSG400194475,78,39
ENSSG021656616,88,86
ENSSG844833103,97,96
ENSSG286042560,93,88
ENSSG482652431,109,109
ENSSG704933390,118,236
ENSSG976071936,99,94
ENSSG025547086,97,101
ENSSG958992928,93,88
ENSSG213757400,94,94
ENSSG689686171,93,91
ENSSG874849590,103,102
ENSSG489473093,107,111
ENSSG045661177,101,104
ENSSG572559847,94,97
ENSSG288659818,96,91
ENSSG963132925,103,99
ENSSG654239243,119,238
ENSSG028972754,90,87
ENSSG534292259,87,174
ENSSG374525465,74,70
ENSSG232260568,86,88
ENSSG203637350,109,112
ENSSG557612906,93,46
ENSSG910473473,97,100
ENSSG375801931,104,99
ENSSG185976006,109,112
ENSSG974991758,107,53
ENSSG350782304,86,91
ENSSG362189563,86,88
ENSSG295067061,89,89
ENSSG196733293,88,87
ENSSG509963931,98,103
ENSSG753769229,110,105
ENSSG099831354,89,86
ENSSG009190927,94,94
ENSSG997353387,98,99
ENSSG138986430,110,55
ENSSG284166780,107,107
ENSSG792428289,100,105
ENSSG753512302,114,114
ENSSG123604314,105,104
ENSSG264195878,98,94
ENSSG322762297,118,122
ENSSG040083462,95,100
ENSSG307825220,113,108
ENSSG220569807,95,90
ENSSG611598305,100,99
ENSSG194134546,93,91
ENSSG331314233,85,88
ENSSG267592940,105,102
ENSSG018569954,129,127
ENSSG103889933,90,89
ENSSG781949929,88,89
ENSSG351626128,101,98
ENSSG868430588,97,96
ENSSG570376696,99,94
ENSSG619721464,91,182
ENSSG279037631,98,96
ENSSG112569217,91,95
ENSSG270926287,109,107
ENSSG375109064,97,93
ENSSG314947607,88,86
ENSSG198260480,87,82
ENSSG526627848,99,94
ENSSG785821520,115,118
ENSSG447649209,96,97
ENSSG067034732,97,99
ENSSG944056099,91,93
ENSSG870218139,86,87
ENSSG974481728,82,164
ENSSG261358210,95,94
ENSSG404529603,107,110
ENSSG907074475,91,88
ENSSG835765049,98,97
ENSSG913335181,108,111
ENSSG512796148,113,115
ENSSG897620740,97,100
ENSSG227460722,112,111
ENSSG944518609,101,98
ENSSG298656796,107,103
ENSSG602953611,128,127
ENSSG712207610,95,96
ENSSG178727578,81,78
ENSSG962437185,96,95
ENSSG177495971,101,98
ENSSG641156216,99,99
ENSSG001481354,88,87
ENSSG660184066,108,110
ENSSG612393727,104,108
ENSSG765666466,91,88
ENSSG932830596,92,96
ENSSG359250996,103,101
ENSSG731076054,110,105
ENSSG089896436,113,115
ENSSG469522711,99,99
ENSSG079498459,100,100
ENSSG724363637,98,196
ENSSG993607779,81,77
ENSSG568232164,104,101
ENSSG790026196,111,116
ENSSG778756990,103,104
ENSSG860840875,96,95
ENSSG949691661,92,90
ENSSG171373130,111,108
ENSSG925837518,119,117
ENSSG712477170,81,79
ENSSG541603815,99,97
ENSSG515496222,109,105
ENSSG546652942,115,118
ENSSG073112336,108,112
ENSSG408839741,97,99
ENSSG211126188,90,91
ENSSG401963547,104,103
ENSSG507105933,81,162
ENSSG390096630,100,105
ENSSG739130416,100,104
ENSSG262208619,108,216
ENSSG246563633,107,110
ENSSG875643396,108,113
ENSSG230800561,104,99
ENSSG149758811,96,99
ENSSG568176751,114,113
ENSSG854869302,96,95
ENSSG332689276,81,85
ENSSG672332244,115,119
ENSSG375307073,98,97
ENSSG937466900,86,89
ENSSG343377698,112,224
ENSSG356552090,106,111
ENSSG142716155,104,99
ENSSG330803979,93,94
ENSSG649125125,84,81
ENSSG196657312,89,86
ENSSG961169954,93,92
ENSSG904933309,96,97
ENSSG998738632,103,107
ENSSG696457192,108,106
ENSSG378110930,100,101
ENSSG896012720,108,54
ENSSG419610360,89,89
ENSSG784966204,108,110
ENSSG966701659,96,92
ENSSG964110214,113,113
ENSSG911849040,106,102
ENSSG245736431,109,112
ENSSG215966505,79,158
ENSSG078006704,96,97
ENSSG312239313,90,88
ENSSG987315789,99,94
ENSSG130215120,105,108
ENSSG318530143,126,130
ENSSG563224263,95,100
ENSSG812156450,108,113
ENSSG368769719,94,94
ENSSG030100079,90,90
ENSSG503888828,82,79
ENSSG306492584,98,196
ENSSG422671433,91,88
ENSSG269049489,82,79
ENSSG215250391,98,93
ENSSG623369668,88,93
ENSSG871330676,106,109
ENSSG793869541,115,117
ENSSG654143407,114,57
ENSSG634313920,95,95
ENSSG889966605,106,107
ENSSG258347690,118,114
ENSSG360468118,97,98
ENSSG884234490,93,93
ENSSG828218484,99,198
ENSSG790643474,103,107
ENSSG183974324,122,125
ENSSG868583091,109,218
ENSSG746593559,92,95
ENSSG011994486,88,176
ENSSG122608560,91,95
ENSSG732659424,97,102
ENSSG975909813,87,174
ENSSG188736864,104,107
ENSSG829414483,87,90
ENSSG716061066,95,95
ENSSG253077106,114,119
ENSSG649084758,97,48
ENSSG086923850,109,112
ENSSG532286357,101,98
ENSSG145017618,103,107
ENSSG464410408,101,100
ENSSG085561047,102,97
ENSSG959891867,105,106
ENSSG613842106,97,93
ENSSG240026490,94,96
ENSSG158581607,108,108
ENSSG618027410,89,84
ENSSG019063135,99,198
ENSSG726259161,95,90
ENSSG008805790,118,116
ENSSG215877464,102,100
ENSSG148796209,97,101
ENSSG838081520,97,101
ENSSG102981865,105,101
ENSSG152794488,86,82
ENSSG992581214,115,57
ENSSG512064848,102,106
ENSSG926856646,99,102
ENSSG909682037,113,116
ENSSG993263796,111,111
ENSSG514523688,115,114
ENSSG937881847,103,102
ENSSG633798944,105,109
ENSSG357510194,82,78
ENSSG815482422,88,86
ENSSG955813136,97,94
ENSSG502451727,81,84
ENSSG661189341,84,84
ENSSG073661840,100,105
ENSSG247077400,110,105
ENSSG461963646,94,95
ENSSG955252804,101,100
ENSSG221742281,118,119
ENSSG622721457,106,101
ENSSG036943514,91,94
ENSSG437197528,120,115
ENSSG929413686,91,95
ENSSG998913351,88,91
ENSSG645205644,108,111
ENSSG468135472,95,96
ENSSG905637105,108,111
ENSSG539591232,106,109
ENSSG323882196,93,97
ENSSG189106102,109,108
ENSSG728334692,110,114
ENSSG174311715,103,102
ENSSG407123035,103,102
ENSSG060755903,99,198
ENSSG014200430,84,87
ENSSG702350763,98,97
ENSSG722106854,96,96
ENSSG692432425,97,97
ENSSG280270256,88,86
ENSSG924542214,96,94
ENSSG122930980,93,94
ENSSG048641925,99,99
ENSSG619095305,99,95
ENSSG879199144,106,108
ENSSG641428931,112,110
ENSSG831199294,99,96
ENSSG062163686,97,94
ENSSG224052559,102,51
ENSSG494948517,91,92
ENSSG995773068,77,75
ENSSG607819464,84,87
ENSSG852767865,86,87
ENSSG597158106,106,103
ENSSG419275445,103,104
ENSSG536669775,109,54
ENSSG481601230,102,103
ENSSG497198395,104,106
ENSSG476353058,96,94
ENSSG525505631,108,106
ENSSG344590095,96,91
ENSSG127848756,93,91
ENSSG588281966,98,103
ENSSG040765546,112,108
ENSSG444852223,116,115
ENSSG087262019,100,100
ENSSG386394940,106,110
ENSSG608352430,99,94
ENSSG520993811,93,186
ENSSG339337781,93,91
ENSSG582234972,99,101
ENSSG327760854,100,105
ENSSG676154250,104,109
ENSSG286117713,95,190
ENSSG090114608,105,102
ENSSG365377705,94,91
ENSSG658210917,94,94
ENSSG024289642,103,206
ENSSG649810469,91,182
ENSSG819724955,109,112
ENSSG010327659,100,98
ENSSG980762653,111,106
ENSSG044042621,117,116
ENSSG307756691,88,84
ENSSG764842103,104,105
ENSSG464281347,109,104
ENSSG501770706,98,95
ENSSG687844867,102,97
ENSSG159005139,105,101
ENSSG850738397,91,92
ENSSG101976316,89,88
ENSSG352368620,109,104
ENSSG709344288,107,103
ENSSG998243028,96,91
ENSSG845838001,104,107
ENSSG725056801,92,94
ENSSG427029936,108,111
ENSSG933590040,98,101
ENSSG953338160,110,112
ENSSG726152980,97,194
ENSSG778240111,110,110
ENSSG084568428,109,105
ENSSG333931044,99,102
ENSSG524609239,111,114
ENSSG484847324,88,88
ENSSG154851465,90,92
ENSSG995124146,110,111
ENSSG980616653,81,84
ENSSG001252636,104,103
ENSSG034589364,112,110
ENSSG933267198,97,102
ENSSG560990687,98,101
ENSSG076773117,118,123
ENSSG141389829,104,105
ENSSG874486908,104,102
ENSSG294834098,91,182
ENSSG819282369,98,101
ENSSG912478943,97,98
ENSSG755349068,111,107
ENSSG193757832,88,90
ENSSG194164588,107,111
ENSSG958027287,105,110
ENSSG860922116,79,39
ENSSG438358924,93,98
ENSSG983421147,94,99
ENSSG360775828,103,105
ENSSG220763038,109,107
ENSSG899986406,100,97
ENSSG280287715,100,103
ENSSG843050980,88,90
ENSSG137537508,75,72
ENSSG146758986,94,91
ENSSG455619460,87,84
ENSSG548762740,95,93
ENSSG187675764,89,87
ENSSG403990467,81,82
ENSSG350923640,90,94
ENSSG256159156,95,97
ENSSG338537280,82,78
ENSSG221305785,108,104
ENSSG624456096,98,101
ENSSG058941786,115,120
ENSSG411823598,110,115
ENSSG680017036,94,96
ENSSG124281566,122,117
ENSSG255908159,105,106
ENSSG670309185,89,94
ENSSG912477819,87,88
ENSSG646455359,118,123
ENSSG633012295,98,93
ENSSG731419531,103,101
ENSSG798021295,113,116
ENSSG639839693,108,112
ENSSG896672448,98,101
ENSSG091004042,95,99
ENSSG427620381,108,103
ENSSG070243242,88,93
ENSSG071038375,103,105
ENSSG839708576,110,110
ENSSG725095425,94,92
ENSSG533367405,97,92
ENSSG952543551,113,226
ENSSG209209717,95,98
ENSSG950446275,92,92
ENSSG645427509,100,99
ENSSG417715541,116,116
ENSSG507816478,95,93
ENSSG137664310,96,96
ENSSG510627012,104,101
ENSSG828582759,115,111
ENSSG882011547,92,88
ENSSG382642350,88,83
ENSSG239635831,102,97
ENSSG742415972,119,116
ENSSG225183058,108,108
ENSSG321732598,98,101
ENSSG776667512,105,110
ENSSG770082706,97,102
ENSSG959030658,103,51
ENSSG807399562,89,94
ENSSG011543900,96,95
ENSSG131603386,96,97
ENSSG562724251,89,85
ENSSG614315229,84,82
ENSSG220820069,107,108
ENSSG932067714,93,94
ENSSG973747453,95,100
ENSSG540584459,93,186
ENSSG619307442,102,105
ENSSG705252887,96,94
ENSSG815699880,103,104
ENSSG086911940,89,94
ENSSG474021453,96,94
ENSSG062656017,99,49
ENSSG800215834,97,92
ENSSG009226789,95,94
ENSSG682540363,109,112
ENSSG648271878,95,99
ENSSG379136317,99,97
ENSSG030714122,101,104
ENSSG196698037,97,97
ENSSG634985295,102,105
ENSSG975504315,96,99
ENSSG288825260,85,86
ENSSG264031169,109,218
ENSSG117340153,88,89
ENSSG588794454,91,91
ENSSG194619067,97,98
ENSSG654208383,91,96
ENSSG028310538,118,122
ENSSG429933589,92,96
ENSSG054354524,104,100
ENSSG065591074,103,108
ENSSG919366117,101,106
ENSSG387890959,98,93
ENSSG959837793,91,86
ENSSG676824523,115,110
ENSSG893862619,92,89
ENSSG160956580,119,238
ENSSG779856049,94,94
ENSSG212424040,97,97
ENSSG272097420,88,44
ENSSG364474179,83,41
ENSSG737828935,106,108
ENSSG340713571,102,107
ENSSG995748381,110,108
ENSSG144616118,83,86
ENSSG751070897,98,102
ENSSG306006416,98,98
ENSSG334813930,99,94
ENSSG975384279,108,106
ENSSG677623677,90,180
ENSSG596251579,118,115
ENSSG367896171,91,94
ENSSG311952260,102,99
ENSSG913975305,103,105
ENSSG167968568,86,86
ENSSG735565154,106,103
ENSSG274900504,98,96
ENSSG644174351,101,105
ENSSG171496825,105,103
ENSSG445342371,98,103
ENSSG246802662,95,92
ENSSG660198817,92,95
ENSSG273667885,100,50
ENSSG657916313,98,100
ENSSG936378290,96,100
ENSSG910833774,105,52
ENSSG945733401,92,95
ENSSG740394746,82,84
ENSSG853216169,124,120
ENSSG760698720,115,114
ENSSG786300627,96,95
ENSSG108366010,104,104
ENSSG304357126,102,105
ENSSG788767842,92,95
ENSSG646251270,97,101
ENSSG503200254,95,98
ENSSG874359949,112,56
ENSSG030471557,119,123
ENSSG662636749,100,97
ENSSG097109993,92,90
ENSSG540456092,96,101
ENSSG724373657,108,103
ENSSG482192736,107,112
ENSSG497957216,101,99
ENSSG112200528,98,97
ENSSG445151783,123,122
ENSSG646208268,103,99
ENSSG806647065,89,84
ENSSG780611977,118,119
ENSSG671041138,103,98
ENSSG779693424,111,108
ENSSG546826750,107,53
ENSSG601134388,91,45
ENSSG593752557,119,119
ENSSG770538741,101,98
ENSSG477976109,102,97
ENSSG774132953,97,94
ENSSG172554942,97,98
ENSSG940373978,102,100
ENSSG380175305,101,100
ENSSG496376950,106,107
ENSSG292032592,83,81
ENSSG308389261,109,105
ENSSG495222278,96,97
ENSSG042504323,115,116
ENSSG754065929,99,94
ENSSG037581410,98,94
ENSSG095568814,103,108
ENSSG417701437,113,117
ENSSG855585942,97,93
ENSSG789079965,94,188
ENSSG659041406,109,110
ENSSG651185352,87,84
ENSSG916266989,115,115
ENSSG002135844,107,112
ENSSG686111738,109,112
ENSSG819500659,94,92
ENSSG401935256,86,87
ENSSG307134596,99,96
ENSSG420107264,93,92
ENSSG278511171,95,95
ENSSG362355009,100,101
ENSSG751455367,101,100
ENSSG010786579,98,93
ENSSG941511361,97,99
ENSSG825027073,96,99
ENSSG540182909,83,86
ENSSG045141111,109,112
ENSSG060336274,99,104
ENSSG484766243,91,93
ENSSG467856641,108,106
ENSSG149777889,102,97
ENSSG961254092,98,98
ENSSG726135992,112,115
ENSSG442324769,117,118
ENSSG119334194,106,110
ENSSG831724126,93,97
ENSSG328179096,103,102
ENSSG075839325,95,99
ENSSG035521095,101,100
ENSSG508199566,91,95
ENSSG773923982,101,97
ENSSG854231254,91,90
ENSSG913517673,131,135
ENSSG634722753,100,96
ENSSG091639112,108,216
ENSSG579242964,97,96
ENSSG322036378,105,52
ENSSG432182680,111,115
ENSSG581905451,114,113
ENSSG665077652,84,85
ENSSG279393319,102,105
ENSSG910544730,103,51
ENSSG975731459,97,94
ENSSG911014072,101,99
ENSSG446483442,105,108
ENSSG910166120,88,83
ENSSG996143239,107,53
ENSSG837780541,90,90
ENSSG995443556,89,90
ENSSG764363812,95,96
ENSSG377471307,89,87
ENSSG971728568,97,92
ENSSG883583876,94,188
ENSSG959023041,94,93
ENSSG370719557,103,98
ENSSG652604787,90,95
ENSSG009776341,81,82
ENSSG809828346,89,87
ENSSG505712141,103,102
